annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2017;20000;2000125;cuivre du sulfate de cuivre;8011-63-0;0.14;N minéral;;Non
2017;20000;2000476;hypochlorite de sodium;7681-52-9;696.0;N minéral;;Non
2017;20000;2010019;quizalofop-p-ethyl;100646-51-3;0.05;N Organique;;Non
2017;20000;2010441;huile de vaseline;8042-47-5;49.02;Autre;;Non
2017;20000;2030332;2,4-d;94-75-7;14.4;N Organique;;Non
2017;20000;2030332;dichlorprop-p;15165-67-0;7.2;Autre;;Non
2017;20000;2050046;flonicamide;158062-67-0;0.75;Autre;;Non
2017;20000;2080038;pyrethrines;8003-34-7;0.093;N Organique;;Non
2017;20000;2080101;acetamipride;135410-20-7;1.2;N Organique;;Non
2017;20000;2100095;glyphosate;1071-83-6;93.6;N Organique;;Non
2017;20000;2110086;spirotetramat;203313-25-1;2.0;T, T+, CMR;;Non
2017;20000;2120034;glyphosate;1071-83-6;124.8;N Organique;;Non
2017;20000;2120086;chlorpyriphos-methyl;5598-13-0;38.25;N Organique;;Non
2017;20000;2120159;thirame;137-26-8;0.019512;N Organique;;Non
2017;20000;2140085;abamectine;71751-41-2;0.36;T, T+, CMR;;Non
2017;20000;2140121;acide pelargonique;112-05-0;0.216207;Autre;;Non
2017;20000;8600269;chlorure de didecyl dimethyl ammonium;7173-51-5;105.975;Autre;;Non
2017;20000;9000471;glufosinate ammonium;77182-82-2;8.25;T, T+, CMR;;Non
2017;20000;9000490;cycloxydime;101205-02-1;2.0;T, T+, CMR;;Non
2017;20000;9100296;2,4-d;94-75-7;60.0;N Organique;;Non
2017;20000;9200062;acide b-indole butyrique (aib);133-32-4;0.0025;T, T+, CMR;;Non
2017;20000;9300504;huile de vaseline;8042-47-5;81.7;Autre;;Non
2017;20000;9400162;glyphosate;1071-83-6;14.4;N Organique;;Non
2017;20000;9600025;fosetyl-aluminium;39148-24-8;19.2;Autre;;Non
2017;20000;9700027;hexythiazox;78587-05-0;0.2;N Organique;;Non
2017;20000;9700214;kresoxim-methyl;143390-89-0;0.6;T, T+, CMR;;Non
2017;20000;9800201;2,4-mcpa;94-74-6;5.4;N Organique;;Non
2017;20000;9800201;dichlorprop-p;15165-67-0;5.4;Autre;;Non
2017;20000;9800201;glyphosate;1071-83-6;7.2;N Organique;;Non
2017;20000;9800245;soufre pour pulverisation (micronise);7704-34-9;16.0;Autre;;Non
2017;20000;9800336;lambda-cyhalothrine;91465-08-6;0.4;T, T+, CMR;;Non
2017;20000;9800474;cuivre du sulfate de cuivre;8011-63-0;6.0;N minéral;;Non
2017;20000;9900119;isoxaben;82558-50-7;0.00182;N Organique;;Non
2017;20000;9900119;oryzalin;19044-88-3;0.00756;T, T+, CMR;;Non
2017;20000;9900242;mancozebe;8018-01-7;15.0;T, T+, CMR;;Non
2017;20000;9900354;cuivre de l'hydroxyde de cuivre;20427-59-2;3.5;T, T+, CMR;;Non
2017;20000;9900417;chlorure d'alkyl dimethyl benzyl ammonium;68424-85-1;0.3;Autre;;Non
2017;20000;9900417;esters de phosphate d'alcools gras polyoxyalkyles;68649-29-6;0.3;Autre;;Non
2017;20090;2010023;deltamethrine;52918-63-5;1.965;T, T+, CMR;;Non
2017;20090;2010158;glyphosate;1071-83-6;324.0;N Organique;;Non
2017;20090;2010398;folpel;133-07-3;2.0;T, T+, CMR;;Non
2017;20090;2010398;metalaxyl-m;70630-17-0;0.2425;Autre;;Non
2017;20090;2010530;myclobutanil;88671-89-0;0.18;T, T+, CMR;;Non
2017;20090;2020241;bacillus thuringiensis serotype h 7;68038-71-1;;Autre;;Non
2017;20090;2030292;oxyfluorfene;42874-03-3;0.3;T, T+, CMR;;Non
2017;20090;2030292;propyzamide;23950-58-5;0.84;T, T+, CMR;;Non
2017;20090;2030332;2,4-d;94-75-7;0.72;N Organique;;Non
2017;20090;2030332;dichlorprop-p;15165-67-0;0.36;Autre;;Non
2017;20090;2040193;myclobutanil;88671-89-0;1.485;T, T+, CMR;;Non
2017;20090;2060045;huile vegetale;;1.855;Autre;;Non
2017;20090;2060045;resines (colophane);8050-09-7;18.02;Autre;;Non
2017;20090;2060084;boscalid;188425-85-6;1.335;N Organique;;Non
2017;20090;2060084;pyraclostrobine;175013-18-0;0.335;T, T+, CMR;;Non
2017;20090;2060132;spinosad;168316-95-8;0.36;N Organique;;Non
2017;20090;2070133;napropamide;15299-99-7;9.0;N Organique;;Non
2017;20090;2090080;sulcotrione;99105-77-8;1.5;T, T+, CMR;;Non
2017;20090;2090130;benthiavalicarbe;177406-68-7;1.575;T, T+, CMR;;Non
2017;20090;2090130;cuivre du sulfate tribasique;12527-76-3;33.75;N minéral;;Non
2017;20090;2090199;huile de colza;8002-13-9;1.6506;Autre;;Non
2017;20090;2090199;pyrethrines;8003-34-7;0.00918;N Organique;;Non
2017;20090;2100038;kaolin;1332-58-7;2300.0;Autre;;Non
2017;20090;2110141;dimethomorphe;110488-70-5;0.36;N Organique;;Non
2017;20090;2110141;pyraclostrobine;175013-18-0;0.2;T, T+, CMR;;Non
2017;20090;2120034;glyphosate;1071-83-6;115.2;N Organique;;Non
2017;20090;2140255;acide pelargonique;112-05-0;27.2;Autre;;Non
2017;20090;8400528;isoxaben;82558-50-7;1.25;N Organique;;Non
2017;20090;8900681;pendimethaline;40487-42-1;2.0;N Organique;;Non
2017;20090;9000471;glufosinate ammonium;77182-82-2;31.5;T, T+, CMR;;Non
2017;20090;9200532;polybutene;9003-29-6;2.8925;Autre;;Non
2017;20090;9200532;polyisobutene;115-11-7;1.5575;Autre;;Non
2017;20090;9300186;tebuconazole;107534-96-3;0.25;T, T+, CMR;;Non
2017;20090;9300189;fluroxypyr;69377-81-7;0.56;N Organique;;Non
2017;20090;9300189;triclopyr;55335-06-3;1.68;N Organique;;Non
2017;20090;9400485;cymoxanil;57966-95-7;7.6;T, T+, CMR;;Non
2017;20090;9400485;folpel;133-07-3;63.46;T, T+, CMR;;Non
2017;20090;9500150;isoxaben;82558-50-7;0.107;N Organique;;Non
2017;20090;9500150;oryzalin;19044-88-3;0.429;T, T+, CMR;;Non
2017;20090;9500568;cyprodinyl;121552-61-2;0.375;N Organique;;Non
2017;20090;9500568;fludioxonil;131341-86-1;0.25;N Organique;;Non
2017;20090;9700164;mancozebe;8018-01-7;3.75;T, T+, CMR;;Non
2017;20090;9700216;imidaclopride;138261-41-3;11.6;N Organique;;Non
2017;20090;9800289;metalaxyl-m;70630-17-0;0.2326;Autre;;Non
2017;20090;9800336;lambda-cyhalothrine;91465-08-6;2.6;T, T+, CMR;;Non
2017;20090;9800420;spiroxamine;118134-30-8;75.0;N Organique;;Non
2017;20100;2000010;oxyfluorfene;42874-03-3;280.85;T, T+, CMR;;Non
2017;20100;2000010;propyzamide;23950-58-5;219.35;T, T+, CMR;;Non
2017;20100;2000018;soufre pour pulverisation (micronise);7704-34-9;400.0;Autre;;Non
2017;20100;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;14.4;T, T+, CMR;;Non
2017;20100;2010023;deltamethrine;52918-63-5;0.225;T, T+, CMR;;Non
2017;20100;2010509;cuivre du sulfate de cuivre;8011-63-0;26.44;N minéral;;Non
2017;20100;2020219;fenoxaprop-p-ethyl;71283-80-2;0.276;N Organique;;Non
