annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2018;97680;2010023;deltamethrine;52918-63-5;0.3;T, T+, CMR;;Non
2018;97680;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97680;2060034;kaolin;1332-58-7;47.5;Autre;;Non
2018;97680;2060098;spinosad;168316-95-8;1.2;N Organique;;Non
2018;97680;2080019;laminarine;9008-22-4;0.045;Autre;;Non
2018;97680;2080101;acetamipride;135410-20-7;1.0;N Organique;;Non
2018;97680;2090127;huile essentielle d'orange douce;8028-48-6;0.9;N Organique;;Non
2018;97680;2100026;cypermethrine;52315-07-8;2.5;N Organique;;Non
2018;97680;2100030;phosphate ferrique;10045-86-0;8.316;Autre;;Non
2018;97680;2100162;bacillus subtilis;68038-70-0;1.567;Autre;;Non
2018;97680;2100231;emamectine benzoate;155569-91-8;0.019;T, T+, CMR;;Non
2018;97680;2120069;bacillus firmus i-1582;;1.0;Autre;;Non
2018;97680;2120174;acide pelargonique;112-05-0;0.700125;Autre;;Non
2018;97680;2120174;hydrazide maleique;123-33-1;0.1125;Autre;;Non
2018;97680;2140236;mancozebe;8018-01-7;75.0;T, T+, CMR;;Non
2018;97680;9200214;soufre pour pulverisation (micronise);7704-34-9;160.0;Autre;;Non
2018;97680;9300504;huile de vaseline;8042-47-5;4.085;Autre;;Non
2018;97680;9700332;azoxystrobine;131860-33-8;1.25;T, T+, CMR;;Non
2018;97680;9800120;chlorhydrate de poly-imino-imido biguanidine;91403-50-8;0.5;Autre;;Non
2018;97680;9800120;chlorures n-alkyl dimethyl benzyl ammonium;68424-85-1;1.25;Autre;;Non
2018;97680;9800245;soufre pour pulverisation (micronise);7704-34-9;320.0;Autre;;Non
2018;97680;9800280;bacillus thuringiensis sp. tenebrionis;68038-71-1;0.138;Autre;;Non
