annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2017;97110;2090127;huile essentielle d'orange douce;8028-48-6;1.5;N Organique;;Non
2017;97110;8900564;tau-fluvalinate;102851-06-9;3.6;N Organique;;Non
2017;97110;9300504;huile de vaseline;8042-47-5;81.7;Autre;;Non
2017;97118;1030003;polymere carboxyl sulfone cationique;8061-53-8;2.46;Autre;;Non
2017;97118;2070108;heptamaloxyloglucan;870721-81-6;;Autre;;Non
2017;97118;2090063;tebuconazole;107534-96-3;0.08;T, T+, CMR;;Non
2017;97118;2090063;trifloxystrobine;141517-21-7;0.04;N Organique;;Non
2017;97118;2090132;cuivre du sulfate tribasique;12527-76-3;0.7998;N minéral;;Non
2017;97118;2090132;zoxamide;156052-68-5;0.12;N Organique;;Non
2017;97118;2100181;fluopicolide;239110-15-7;0.0666;N Organique;;Non
2017;97118;2100181;fosetyl-aluminium;39148-24-8;1.00005;Autre;;Non
2017;97118;2110147;fludioxonil;131341-86-1;0.5;N Organique;;Non
2017;97118;9000471;glufosinate ammonium;77182-82-2;0.75;T, T+, CMR;;Non
2017;97118;9800054;cymoxanil;57966-95-7;0.1602;T, T+, CMR;;Non
2017;97118;9800054;fosetyl-aluminium;39148-24-8;1.998;Autre;;Non
2017;97118;9800054;mancozebe;8018-01-7;1.998;T, T+, CMR;;Non
2017;97118;9800245;soufre pour pulverisation (micronise);7704-34-9;16.0;Autre;;Non
2017;97119;2010321;glyphosate;1071-83-6;0.00864;N Organique;;Non
2017;97125;2090060;deltamethrine;52918-63-5;0.05;T, T+, CMR;;Non
2017;97125;2090060;thiaclopride;111988-49-9;0.5;T, T+, CMR;;Non
2017;97125;2090160;glyphosate;1071-83-6;7.2;N Organique;;Non
2017;97125;2100037;boscalid;188425-85-6;0.2;N Organique;;Non
2017;97125;2100037;dimoxystrobine;149961-52-4;0.2;T, T+, CMR;;Non
2017;97160;2010427;quizalofop-p-ethyl;100646-51-3;15.6;N Organique;;Non
2017;97160;2050046;flonicamide;158062-67-0;6.0;Autre;;Non
2017;97160;2060085;boscalid;188425-85-6;8.0;N Organique;;Non
2017;97160;2060085;kresoxim-methyl;143390-89-0;4.0;T, T+, CMR;;Non
2017;97160;2090136;fluopicolide;239110-15-7;3.125;N Organique;;Non
2017;97160;2090136;propamocarbe;25606-41-1;31.25;Autre;;Non
2017;97160;2110073;indoxacarbe;173584-44-6;6.0;T, T+, CMR;;Non
2017;97160;2110141;dimethomorphe;110488-70-5;7.2;N Organique;;Non
2017;97160;2110141;pyraclostrobine;175013-18-0;4.0;T, T+, CMR;;Non
2017;97160;9200214;soufre pour pulverisation (micronise);7704-34-9;800.0;Autre;;Non
2017;97160;9500568;cyprodinyl;121552-61-2;37.5;N Organique;;Non
2017;97160;9500568;fludioxonil;131341-86-1;25.0;N Organique;;Non
2017;97160;9600025;fosetyl-aluminium;39148-24-8;158.4;Autre;;Non
2017;97160;9800474;cuivre du sulfate de cuivre;8011-63-0;402.0;N minéral;;Non
2017;97160;9900242;mancozebe;8018-01-7;1500.0;T, T+, CMR;;Non
2017;97170;9800245;soufre pour pulverisation (micronise);7704-34-9;32.0;Autre;;Non
2017;97170;9900133;spiroxamine;118134-30-8;0.536;N Organique;;Non
2017;97170;9900133;tebuconazole;107534-96-3;0.134;T, T+, CMR;;Non
