annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2016;97351;2060098;spinosad;168316-95-8;7.68;N Organique;;Non
2016;97351;2080019;laminarine;9008-22-4;0.9;Autre;;Non
2016;97351;2090127;huile essentielle d'orange douce;8028-48-6;13.2;N Organique;;Non
2016;97351;2100095;glyphosate;1071-83-6;7.2;N Organique;;Non
2016;97351;2140085;abamectine;71751-41-2;0.18;T, T+, CMR;;Non
2016;97351;7500518;metam-sodium;137-42-8;1071.0;N Organique;;Non
2016;97351;9000471;glufosinate ammonium;77182-82-2;18.0;T, T+, CMR;;Non
2016;97351;9300504;huile de vaseline;8042-47-5;351.31;Autre;;Non
2016;97351;9500432;acrinathrine;101007-06-1;1.5;N Organique;;Non
2016;97356;2010612;glyphosate;1071-83-6;7.2;N Organique;;Non
2016;97356;2060050;metrafenone;220899-03-6;2.0;N Organique;;Non
2016;97356;2090063;tebuconazole;107534-96-3;0.5;T, T+, CMR;;Non
2016;97356;2090063;trifloxystrobine;141517-21-7;0.25;N Organique;;Non
2016;97356;9400485;cymoxanil;57966-95-7;0.4;T, T+, CMR;;Non
2016;97356;9400485;folpel;133-07-3;3.34;T, T+, CMR;;Non
2016;97356;9800144;indoxacarbe;173584-44-6;0.3;T, T+, CMR;;Non
2016;97390;8800498;acide alpha naphtylacetique (ana);86-87-3;0.0215;N Organique;;Non
2016;97390;8800498;alpha naphtyl acetamide (nad);86-86-2;0.059;N Organique;;Non
