annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2015;97215;2140039;imidaclopride;138261-41-3;0.42;N Organique;;Non
2015;97215;2140039;prothioconazole;178928-70-6;0.06;T, T+, CMR;;Non
2015;97226;2000299;clomazone;81777-89-1;0.36;N Organique;;Non
2015;97226;8500194;tau-fluvalinate;102851-06-9;3.6;N Organique;;Non
2015;97227;2010023;deltamethrine;52918-63-5;0.6;T, T+, CMR;;Non
2015;97227;2060085;boscalid;188425-85-6;4.0;N Organique;;Non
2015;97227;2060085;kresoxim-methyl;143390-89-0;2.0;T, T+, CMR;;Non
2015;97227;2060194;tefluthrine;79538-32-2;7.56;T, T+, CMR;;Non
2015;97227;2080029;penoxsulame;219714-96-2;0.06;N Organique;;Non
2015;97227;2080101;acetamipride;135410-20-7;15.0;N Organique;;Non
2015;97227;2080129;meptyldinocap;131-72-6;7.0;N Organique;;Non
2015;97227;2090094;thiophanate-methyl;23564-05-8;422.4;T, T+, CMR;;Non
2015;97227;2100122;chlorantraniliprole;500008-45-7;1.68;N Organique;;Non
2015;97227;2110073;indoxacarbe;173584-44-6;2.4;T, T+, CMR;;Non
2015;97227;2110141;dimethomorphe;110488-70-5;10.8;N Organique;;Non
2015;97227;2110141;pyraclostrobine;175013-18-0;6.0;T, T+, CMR;;Non
2015;97227;8500174;abamectine;71751-41-2;0.72;T, T+, CMR;;Non
2015;97227;9000184;2,4-mcpa;94-74-6;1.0;N Organique;;Non
2015;97227;9000184;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;0.1;Autre;;Non
2015;97227;9000184;fluroxypyr;69377-81-7;0.2;N Organique;;Non
2015;97227;9200262;iprodione;36734-19-7;75.0;T, T+, CMR;;Non
2015;97227;9500568;cyprodinyl;121552-61-2;37.5;N Organique;;Non
2015;97227;9500568;fludioxonil;131341-86-1;25.0;N Organique;;Non
2015;97227;9700332;azoxystrobine;131860-33-8;12.5;T, T+, CMR;;Non
2015;97229;2060088;benoxacor;98730-04-2;1.2;Autre;;Non
2015;97229;2060088;mesotrione;104206-82-8;2.4;N Organique;;Non
2015;97229;2060088;s-metolachlore;87392-12-9;24.0;N Organique;;Non
2015;97229;2090008;thirame;137-26-8;0.39442;N Organique;;Non
2015;97229;2110121;thiaclopride;111988-49-9;0.9;T, T+, CMR;;Non
2015;97229;9100418;nicosulfuron;111991-09-4;0.24;N Organique;;Non
2015;97229;9800344;fludioxonil;131341-86-1;0.00625;N Organique;;Non
2015;97229;9800344;metalaxyl-m;70630-17-0;0.002425;Autre;;Non
2015;97230;8500351;acide b-indole butyrique (aib);133-32-4;0.0025;T, T+, CMR;;Non
2015;97250;2100066;daminozide;1596-84-5;0.2975;Autre;;Non
2015;97260;2020346;deltamethrine;52918-63-5;0.3;T, T+, CMR;;Non
