annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2017;97213;9700521;glyphosate;1071-83-6;0.9;N Organique;;Non
2017;97215;2110095;cloquintocet-mexyl;99607-70-2;0.1125;Autre;;Non
2017;97215;2110095;florasulame;145701-23-1;0.05;N Organique;;Non
2017;97215;2110095;pinoxaden;243973-20-8;0.45;T, T+, CMR;;Non
2017;97215;2110178;bixafen;581809-46-3;0.375;N Organique;;Non
2017;97215;2110178;prothioconazole;178928-70-6;0.75;T, T+, CMR;;Non
2017;97216;8900681;pendimethaline;40487-42-1;2.0;N Organique;;Non
2017;97226;2060098;spinosad;168316-95-8;0.48;N Organique;;Non
2017;97227;2010427;quizalofop-p-ethyl;100646-51-3;14.4;N Organique;;Non
2017;97227;2060133;thiaclopride;111988-49-9;12.0;T, T+, CMR;;Non
2017;97227;2080029;penoxsulame;219714-96-2;0.06;N Organique;;Non
2017;97227;2080101;acetamipride;135410-20-7;10.2;N Organique;;Non
2017;97227;2090094;thiophanate-methyl;23564-05-8;211.2;T, T+, CMR;;Non
2017;97227;9200482;bacillus thuringiensis ssp kurstaki souche sa-11;68038-71-1;;Autre;;Non
2017;97227;9500568;cyprodinyl;121552-61-2;18.75;N Organique;;Non
2017;97227;9500568;fludioxonil;131341-86-1;12.5;N Organique;;Non
2017;97227;9700332;azoxystrobine;131860-33-8;15.0;T, T+, CMR;;Non
2017;97227;9900242;mancozebe;8018-01-7;300.0;T, T+, CMR;;Non
2017;97227;9900251;dimethenamide-p (dmta-p);163515-14-8;7.2;N Organique;;Non
2017;97229;2060088;benoxacor;98730-04-2;1.2;Autre;;Non
2017;97229;2060088;mesotrione;104206-82-8;2.4;N Organique;;Non
2017;97229;2060088;s-metolachlore;87392-12-9;24.0;N Organique;;Non
2017;97229;2090008;thirame;137-26-8;0.41574;N Organique;;Non
2017;97229;2110121;thiaclopride;111988-49-9;0.952;T, T+, CMR;;Non
2017;97229;9100418;nicosulfuron;111991-09-4;0.08;N Organique;;Non
2017;97229;9800344;fludioxonil;131341-86-1;0.0065;N Organique;;Non
2017;97229;9800344;metalaxyl-m;70630-17-0;0.002522;Autre;;Non
