annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2016;97100;8800395;lambda-cyhalothrine;91465-08-6;0.01;T, T+, CMR;;Non
2016;97100;8800395;pyrimicarbe;23103-98-2;0.2;T, T+, CMR;;Non
2016;97100;8900564;tau-fluvalinate;102851-06-9;3.6;N Organique;;Non
2016;97100;9600022;huile de vaseline;8042-47-5;16.34;Autre;;Non
2016;97118;2000044;fluazifop-p-butyl;79241-46-6;0.625;T, T+, CMR;;Non
2016;97118;2020238;pendimethaline;40487-42-1;3.2;N Organique;;Non
2016;97118;2060050;metrafenone;220899-03-6;0.25;N Organique;;Non
2016;97118;2090126;cyazofamide;120116-88-3;0.375;N Organique;;Non
2016;97118;2090126;phosphonate de disodium;13708-85-5;3.75;Autre;;Non
2016;97118;2090132;cuivre du sulfate tribasique;12527-76-3;0.7998;N minéral;;Non
2016;97118;2090132;zoxamide;156052-68-5;0.12;N Organique;;Non
2016;97118;2100181;fluopicolide;239110-15-7;0.0666;N Organique;;Non
2016;97118;2100181;fosetyl-aluminium;39148-24-8;1.00005;Autre;;Non
2016;97118;2110147;fludioxonil;131341-86-1;0.5;N Organique;;Non
2016;97118;2130067;cyflufenamid;180409-60-3;0.05;N Organique;;Non
2016;97118;8400477;fenoxycarbe;72490-01-8;0.4175;T, T+, CMR;;Non
2016;97118;9000471;glufosinate ammonium;77182-82-2;0.75;T, T+, CMR;;Non
2016;97118;9500040;quizalofop-p-ethyl;100646-51-3;1.0;N Organique;;Non
2016;97118;9800054;cymoxanil;57966-95-7;0.2403;T, T+, CMR;;Non
2016;97118;9800054;fosetyl-aluminium;39148-24-8;2.997;Autre;;Non
2016;97118;9800054;mancozebe;8018-01-7;2.997;T, T+, CMR;;Non
2016;97118;9900081;mepanipyrim;110235-47-7;0.6;T, T+, CMR;;Non
2016;97126;2100067;daminozide;1596-84-5;5.1;Autre;;Non
2016;97126;8600330;paclobutrazol;76738-62-0;0.048;N Organique;;Non
2016;97160;2010019;quizalofop-p-ethyl;100646-51-3;5.0;N Organique;;Non
2016;97160;2060085;boscalid;188425-85-6;20.0;N Organique;;Non
2016;97160;2060085;kresoxim-methyl;143390-89-0;10.0;T, T+, CMR;;Non
2016;97160;2120069;bacillus firmus i-1582;;42.5;Autre;;Non
2016;97160;9200262;iprodione;36734-19-7;50.0;T, T+, CMR;;Non
2016;97160;9800144;indoxacarbe;173584-44-6;4.5;T, T+, CMR;;Non
2016;97160;9900242;mancozebe;8018-01-7;975.0;T, T+, CMR;;Non
2016;97180;9800289;metalaxyl-m;70630-17-0;0.9304;Autre;;Non
2016;97190;2030332;2,4-d;94-75-7;4.8;N Organique;;Non
2016;97190;2030332;dichlorprop-p;15165-67-0;2.4;Autre;;Non
