annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2017;97410;2010023;deltamethrine;52918-63-5;0.9;T, T+, CMR;;Non
2017;97410;2010349;desmediphame;13684-56-5;2.84;N Organique;;Non
2017;97410;2010349;ethofumesate;26225-79-6;4.48;N Organique;;Non
2017;97410;2010349;phenmediphame;13684-63-4;3.64;N Organique;;Non
2017;97410;2050046;flonicamide;158062-67-0;32.5;Autre;;Non
2017;97410;2070107;fosetyl;15845-66-6;37.2;Autre;;Non
2017;97410;2070107;propamocarbe;25606-41-1;63.6;Autre;;Non
2017;97410;2080060;pyriproxyfene;95737-68-1;8.0;N Organique;;Non
2017;97410;2080114;cymoxanil;57966-95-7;20.0;T, T+, CMR;;Non
2017;97410;2080114;propamocarbe;25606-41-1;160.0;Autre;;Non
2017;97410;2090091;thiamethoxam;153719-23-4;5.0;N Organique;;Non
2017;97410;2090136;fluopicolide;239110-15-7;21.875;N Organique;;Non
2017;97410;2090136;propamocarbe;25606-41-1;218.75;Autre;;Non
2017;97410;2100026;cypermethrine;52315-07-8;40.0;N Organique;;Non
2017;97410;2100030;phosphate ferrique;10045-86-0;5.94;Autre;;Non
2017;97410;2120048;aminopyralid;150114-71-9;4.5;N Organique;;Non
2017;97410;2120048;triclopyr;55335-06-3;36.0;N Organique;;Non
2017;97410;2130075;metaldehyde;108-62-3;34.0;Autre;;Non
2017;97410;7500569;pyrimicarbe;23103-98-2;25.0;T, T+, CMR;;Non
2017;97410;7600008;bupirimate;41483-43-6;5.5;N Organique;;Non
2017;97410;8800395;lambda-cyhalothrine;91465-08-6;1.2;T, T+, CMR;;Non
2017;97410;8800395;pyrimicarbe;23103-98-2;24.0;T, T+, CMR;;Non
2017;97410;9000222;soufre;7704-34-9;70.0;Autre;;Non
2017;97410;9200313;fenazaquin;120928-09-8;4.0;T, T+, CMR;;Non
2017;97410;9500432;acrinathrine;101007-06-1;3.0;N Organique;;Non
2017;97410;9500568;cyprodinyl;121552-61-2;18.75;N Organique;;Non
2017;97410;9500568;fludioxonil;131341-86-1;12.5;N Organique;;Non
2017;97410;9800106;metribuzine;21087-64-9;70.0;N Organique;;Non
2017;97410;9800144;indoxacarbe;173584-44-6;1.125;T, T+, CMR;;Non
2017;97410;9800210;phenmediphame;13684-63-4;6.4;N Organique;;Non
2017;97410;9800336;lambda-cyhalothrine;91465-08-6;23.0;T, T+, CMR;;Non
2017;97410;9800484;etoxazole;153233-91-1;0.55;N Organique;;Non
2017;97410;9900227;cuivre de l'hydroxyde de cuivre;20427-59-2;68.0;T, T+, CMR;;Non
2017;97410;9900242;mancozebe;8018-01-7;75.0;T, T+, CMR;;Non
2017;97413;9900189;coniothyrium minitans souche con/m/91-08;;0.8;Autre;;Non
2017;97414;2080038;pyrethrines;8003-34-7;0.0186;N Organique;;Non
2017;97423;9500135;metaldehyde;108-62-3;0.025;Autre;;Non
2017;97434;2090033;difenoconazole;119446-68-3;0.00334;N Organique;;Non
2017;97434;2090164;glyphosate;1071-83-6;1.08;N Organique;;Non
