annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2017;04000;2000125;cuivre du sulfate de cuivre;8011-63-0;1.92;N minéral;;Non
2017;04000;2010023;deltamethrine;52918-63-5;0.225;T, T+, CMR;;Non
2017;04000;2010035;2,4-mcpa;94-74-6;0.36;N Organique;;Non
2017;04000;2010035;dichlorprop-p;15165-67-0;0.18;Autre;;Non
2017;04000;2010035;mecoprop-p (mcpp-p);16484-77-8;0.18;N Organique;;Non
2017;04000;2010321;glyphosate;1071-83-6;0.0144;N Organique;;Non
2017;04000;2010410;soufre pour pulverisation (micronise);7704-34-9;7.8;Autre;;Non
2017;04000;2010493;glyphosate;1071-83-6;1.44;N Organique;;Non
2017;04000;2010509;cuivre du sulfate de cuivre;8011-63-0;1.68;N minéral;;Non
2017;04000;2020003;phosphate ferrique;10045-86-0;0.72864;Autre;;Non
2017;04000;2020047;glyphosate;1071-83-6;1.8;N Organique;;Non
2017;04000;2020065;metribuzine;21087-64-9;0.014;N Organique;;Non
2017;04000;2030125;deltamethrine;52918-63-5;0.1215;T, T+, CMR;;Non
2017;04000;2030175;bacillus thuringiensis ssp kurstaki souche sa-11;68038-71-1;;Autre;;Non
2017;04000;2030466;soufre triture ventile;7704-34-9;4.68;Autre;;Non
2017;04000;2050145;diflufenicanil;83164-33-4;0.0086;N Organique;;Non
2017;04000;2050145;glyphosate;1071-83-6;0.05375;N Organique;;Non
2017;04000;2050146;diflufenicanil;83164-33-4;0.032;N Organique;;Non
2017;04000;2050146;glyphosate;1071-83-6;0.2;N Organique;;Non
2017;04000;2060045;huile vegetale;;0.315;Autre;;Non
2017;04000;2060045;resines (colophane);8050-09-7;3.06;Autre;;Non
2017;04000;2060084;boscalid;188425-85-6;5.34;N Organique;;Non
2017;04000;2060084;pyraclostrobine;175013-18-0;1.34;T, T+, CMR;;Non
2017;04000;2060131;2,4-d;94-75-7;0.0186;N Organique;;Non
2017;04000;2060131;triclopyr;55335-06-3;0.02072;N Organique;;Non
2017;04000;2060133;thiaclopride;111988-49-9;0.48;T, T+, CMR;;Non
2017;04000;2080018;acetamipride;135410-20-7;0.001;N Organique;;Non
2017;04000;2080054;acetamipride;135410-20-7;0.00018;N Organique;;Non
2017;04000;2090016;imazamox;114311-32-9;0.167;N Organique;;Non
2017;04000;2090016;pendimethaline;40487-42-1;2.5;N Organique;;Non
2017;04000;2090041;cloquintocet-mexyl;99607-70-2;0.0375;Autre;;Non
2017;04000;2090041;pyroxsulame;422556-08-9;0.0375;T, T+, CMR;;Non
2017;04000;2090050;cypermethrine;52315-07-8;0.192;N Organique;;Non
2017;04000;2090052;tribenuron-methyle;101200-48-0;4.0;N Organique;;Non
2017;04000;2090060;deltamethrine;52918-63-5;0.15;T, T+, CMR;;Non
2017;04000;2090060;thiaclopride;111988-49-9;1.5;T, T+, CMR;;Non
2017;04000;2090070;quinoclamine;2797-51-5;1.875;T, T+, CMR;;Non
2017;04000;2090160;glyphosate;1071-83-6;50.4;N Organique;;Non
2017;04000;2090164;glyphosate;1071-83-6;38.88;N Organique;;Non
2017;04000;2090171;dimoxystrobine;149961-52-4;6.65;T, T+, CMR;;Non
2017;04000;2090171;epoxiconazole;133855-98-8;2.5;T, T+, CMR;;Non
2017;04000;2090176;diquat;85-00-7;0.006;T, T+, CMR;;Non
