annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2017;97351;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2017;97351;2040212;cymoxanil;57966-95-7;4.0;T, T+, CMR;;Non
2017;97351;2040212;mancozebe;8018-01-7;46.5;T, T+, CMR;;Non
2017;97351;2060098;spinosad;168316-95-8;7.68;N Organique;;Non
2017;97351;2090094;thiophanate-methyl;23564-05-8;35.2;T, T+, CMR;;Non
2017;97351;2090127;huile essentielle d'orange douce;8028-48-6;12.0;N Organique;;Non
2017;97351;2140085;abamectine;71751-41-2;1.08;T, T+, CMR;;Non
2017;97351;2160960;glyphosate;1071-83-6;28.8;N Organique;;Non
2017;97351;6300001;mancozebe;8018-01-7;200.0;T, T+, CMR;;Non
2017;97351;8900156;metam-sodium;137-42-8;856.8;N Organique;;Non
2017;97351;9500432;acrinathrine;101007-06-1;0.9;N Organique;;Non
2017;97356;2060050;metrafenone;220899-03-6;2.0;N Organique;;Non
2017;97356;2080101;acetamipride;135410-20-7;0.4;N Organique;;Non
2017;97356;2110073;indoxacarbe;173584-44-6;0.3;T, T+, CMR;;Non
2017;97356;2130079;cyflufenamid;180409-60-3;0.1;N Organique;;Non
2017;97356;7600008;bupirimate;41483-43-6;0.5;N Organique;;Non
2017;97356;8500194;tau-fluvalinate;102851-06-9;0.24;N Organique;;Non
2017;97356;9200313;fenazaquin;120928-09-8;0.2;T, T+, CMR;;Non
2017;00000;2060098;spinosad;168316-95-8;0.24;N Organique;;Non
2017;00000;2080105;glyphosate;1071-83-6;1.8;N Organique;;Non
2017;97352;nc;nc;nc;nc;nc;nc;nc
