annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2015;20000;2000018;soufre pour pulverisation (micronise);7704-34-9;24.0;Autre;;Non
2015;20000;2000517;cuivre de l'hydroxyde de cuivre;20427-59-2;246.6;T, T+, CMR;;Non
2015;20000;2010019;quizalofop-p-ethyl;100646-51-3;0.1;N Organique;;Non
2015;20000;2010023;deltamethrine;52918-63-5;2.31;T, T+, CMR;;Non
2015;20000;2010132;pymetrozine;123312-89-0;2.5;T, T+, CMR;;Non
2015;20000;2010398;folpel;133-07-3;9.6;T, T+, CMR;;Non
2015;20000;2010398;metalaxyl-m;70630-17-0;1.164;Autre;;Non
2015;20000;2010513;bacillus thuringiensis serotype 3a 3b;68038-71-1;;Autre;;Non
2015;20000;2010530;myclobutanil;88671-89-0;0.27;T, T+, CMR;;Non
2015;20000;2020009;etofenprox;80844-07-1;0.1475;T, T+, CMR;;Non
2015;20000;2020219;fenoxaprop-p-ethyl;71283-80-2;0.138;N Organique;;Non
2015;20000;2020241;bacillus thuringiensis serotype h 7;68038-71-1;;Autre;;Non
2015;20000;2030292;oxyfluorfene;42874-03-3;1.4;N Organique;;Non
2015;20000;2030292;propyzamide;23950-58-5;3.92;T, T+, CMR;;Non
2015;20000;2030294;dichlobenil;1194-65-6;0.91125;Autre;;Non
2015;20000;2030332;2,4-d;94-75-7;9.36;N Organique;;Non
2015;20000;2030332;dichlorprop-p;15165-67-0;4.68;Autre;;Non
2015;20000;2040193;myclobutanil;88671-89-0;0.27;T, T+, CMR;;Non
2015;20000;2040348;acetamipride;135410-20-7;0.202;N Organique;;Non
2015;20000;2050046;flonicamide;158062-67-0;5.0;Autre;;Non
2015;20000;2060064;virus de la granulose;;0.005;Autre;;Non
2015;20000;2060085;boscalid;188425-85-6;6.6;N Organique;;Non
2015;20000;2060085;kresoxim-methyl;143390-89-0;3.3;T, T+, CMR;;Non
2015;20000;2060098;spinosad;168316-95-8;5.04;N Organique;;Non
2015;20000;2060130;spinosad;168316-95-8;0.0036;N Organique;;Non
2015;20000;2070133;napropamide;15299-99-7;9.0;N Organique;;Non
2015;20000;2080063;benalaxyl-m;98243-83-5;0.4125;N Organique;;Non
2015;20000;2080063;folpel;133-07-3;5.28;T, T+, CMR;;Non
2015;20000;2080120;amitrole;61-82-5;6.87;T, T+, CMR;;Non
2015;20000;2080120;oxyfluorfene;42874-03-3;3.0;N Organique;;Non
2015;20000;2080120;thiocyanate d'ammonium;1762-95-4;6.45;N minéral;;Non
2015;20000;2080129;meptyldinocap;131-72-6;8.75;N Organique;;Non
2015;20000;2080136;pyridate;55512-33-9;0.9;N Organique;;Non
