annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2018;97100;2000044;fluazifop-p-butyl;79241-46-6;1.375;T, T+, CMR;;Non
2018;97100;2060098;spinosad;168316-95-8;0.24;N Organique;;Non
2018;97100;2090090;thiamethoxam;153719-23-4;0.05;N Organique;;Non
2018;97100;2090127;huile essentielle d'orange douce;8028-48-6;1.8;N Organique;;Non
2018;97100;2120008;glyphosate;1071-83-6;0.36;N Organique;;Non
2018;97100;2160487;2,4-d;94-75-7;0.465;N Organique;;Non
2018;97100;2160487;triclopyr;55335-06-3;0.518;N Organique;;Non
2018;97100;9300504;huile de vaseline;8042-47-5;114.38;Autre;;Non
2018;97100;9800144;indoxacarbe;173584-44-6;0.039;T, T+, CMR;;Non
2018;97100;9800336;lambda-cyhalothrine;91465-08-6;0.025;T, T+, CMR;;Non
2018;97110;2120008;glyphosate;1071-83-6;0.72;N Organique;;Non
2018;97110;2130088;metaldehyde;108-62-3;0.0225;Autre;;Non
2018;97111;2000044;fluazifop-p-butyl;79241-46-6;1.25;T, T+, CMR;;Non
2018;97111;2000202;glyphosate;1071-83-6;5.4;N Organique;;Non
2018;97111;2000316;esfenvalerate;66230-04-4;0.15;T, T+, CMR;;Non
2018;97111;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97111;2100231;emamectine benzoate;155569-91-8;0.0095;T, T+, CMR;;Non
2018;97111;2120008;glyphosate;1071-83-6;1.44;N Organique;;Non
2018;97111;2130088;metaldehyde;108-62-3;0.0225;Autre;;Non
2018;97111;2140147;deltamethrine;52918-63-5;0.075;T, T+, CMR;;Non
2018;97111;2140183;deltamethrine;52918-63-5;0.015;T, T+, CMR;;Non
2018;97111;8500174;abamectine;71751-41-2;0.036;T, T+, CMR;;Non
2018;97111;9800144;indoxacarbe;173584-44-6;0.075;T, T+, CMR;;Non
2018;97111;9900037;trifloxystrobine;141517-21-7;0.125;N Organique;;Non
2018;97111;9900242;mancozebe;8018-01-7;7.5;T, T+, CMR;;Non
2018;97111;9900331;chlorothalonil;1897-45-6;0.5;T, T+, CMR;;Non
2018;97111;9900331;metalaxyl-m;70630-17-0;0.0363;Autre;;Non
2018;97112;2000519;2,4-d;94-75-7;3.0;N Organique;;Non
2018;97112;2080101;acetamipride;135410-20-7;0.2;N Organique;;Non
2018;97112;2110198;glyphosate;1071-83-6;14.4;N Organique;;Non
2018;97112;8400096;dicamba;1918-00-9;0.48;N Organique;;Non
2018;97112;9300504;huile de vaseline;8042-47-5;4.902;Autre;;Non
2018;97112;9700332;azoxystrobine;131860-33-8;2.75;T, T+, CMR;;Non
2018;97112;9900242;mancozebe;8018-01-7;0.75;T, T+, CMR;;Non
2018;97113;2000202;glyphosate;1071-83-6;28.8;N Organique;;Non
2018;97113;2000519;2,4-d;94-75-7;9.0;N Organique;;Non
2018;97113;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97113;2060098;spinosad;168316-95-8;0.24;N Organique;;Non
2018;97113;2080101;acetamipride;135410-20-7;0.4;N Organique;;Non
2018;97113;2090127;huile essentielle d'orange douce;8028-48-6;0.06;N Organique;;Non
2018;97113;2100122;chlorantraniliprole;500008-45-7;0.105;N Organique;;Non
2018;97113;2100231;emamectine benzoate;155569-91-8;0.019;T, T+, CMR;;Non
2018;97113;2110198;glyphosate;1071-83-6;28.8;N Organique;;Non
2018;97113;2120008;glyphosate;1071-83-6;0.9;N Organique;;Non
2018;97113;2140147;deltamethrine;52918-63-5;0.15;T, T+, CMR;;Non
2018;97113;8500174;abamectine;71751-41-2;0.108;T, T+, CMR;;Non
2018;97113;8800395;lambda-cyhalothrine;91465-08-6;0.075;T, T+, CMR;;Non
2018;97113;8800395;pyrimicarbe;23103-98-2;1.5;T, T+, CMR;;Non
2018;97113;8800843;cyromazine;66215-27-8;0.15;Autre;;Non
2018;97113;9300504;huile de vaseline;8042-47-5;4.085;Autre;;Non
2018;97113;9800336;lambda-cyhalothrine;91465-08-6;0.25;T, T+, CMR;;Non
2018;97113;9800474;cuivre du sulfate de cuivre;8011-63-0;3.0;N minéral;;Non
2018;97113;9900242;mancozebe;8018-01-7;15.0;T, T+, CMR;;Non
2018;97113;9900257;cuivre du sulfate de cuivre;8011-63-0;0.32;N minéral;;Non
2018;97114;2000044;fluazifop-p-butyl;79241-46-6;0.125;T, T+, CMR;;Non
2018;97114;2000202;glyphosate;1071-83-6;27.0;N Organique;;Non
2018;97114;2010132;pymetrozine;123312-89-0;0.125;T, T+, CMR;;Non
2018;97114;2010513;bacillus thuringiensis ssp kurstaki;68038-71-1;;Autre;;Non
2018;97114;2080101;acetamipride;135410-20-7;0.4;N Organique;;Non
2018;97114;2090127;huile essentielle d'orange douce;8028-48-6;0.3;N Organique;;Non
2018;97114;2110198;glyphosate;1071-83-6;99.0;N Organique;;Non
2018;97114;2120008;glyphosate;1071-83-6;3.06;N Organique;;Non
2018;97114;2140085;abamectine;71751-41-2;0.018;T, T+, CMR;;Non
2018;97114;7700078;diquat;85-00-7;4.0;T, T+, CMR;;Non
2018;97114;8400574;propyzamide;23950-58-5;4.0;T, T+, CMR;;Non
2018;97114;8500174;abamectine;71751-41-2;0.0045;T, T+, CMR;;Non
2018;97114;8800841;difenoconazole;119446-68-3;0.125;N Organique;;Non
2018;97114;8800843;cyromazine;66215-27-8;0.3;Autre;;Non
2018;97114;8900681;pendimethaline;40487-42-1;2.0;N Organique;;Non
2018;97114;9000753;metaldehyde;108-62-3;1.25;Autre;;Non
2018;97114;9500432;acrinathrine;101007-06-1;0.075;N Organique;;Non
2018;97114;9600199;fosthiazate;98886-44-3;4.0;T, T+, CMR;;Non
2018;97114;9700332;azoxystrobine;131860-33-8;0.5;T, T+, CMR;;Non
2018;97114;9800144;indoxacarbe;173584-44-6;0.039;T, T+, CMR;;Non
2018;97114;9800336;lambda-cyhalothrine;91465-08-6;0.025;T, T+, CMR;;Non
2018;97115;2000044;fluazifop-p-butyl;79241-46-6;9.625;T, T+, CMR;;Non
2018;97115;2000202;glyphosate;1071-83-6;9.0;N Organique;;Non
2018;97115;2060088;benoxacor;98730-04-2;7.9;Autre;;Non
2018;97115;2060088;mesotrione;104206-82-8;15.8;N Organique;;Non
2018;97115;2060088;s-metolachlore;87392-12-9;158.0;N Organique;;Non
2018;97115;2090127;huile essentielle d'orange douce;8028-48-6;0.3;N Organique;;Non
2018;97115;2100030;phosphate ferrique;10045-86-0;0.594;Autre;;Non
2018;97115;2110198;glyphosate;1071-83-6;163.8;N Organique;;Non
2018;97115;2120008;glyphosate;1071-83-6;2.88;N Organique;;Non
2018;97115;2140085;abamectine;71751-41-2;0.018;T, T+, CMR;;Non
2018;97115;2150969;phosphate ferrique;10045-86-0;0.0075;Autre;;Non
2018;97115;8400096;dicamba;1918-00-9;51.84;N Organique;;Non
2018;97115;8500174;abamectine;71751-41-2;0.018;T, T+, CMR;;Non
2018;97115;8900681;pendimethaline;40487-42-1;122.0;N Organique;;Non
2018;97115;9000753;metaldehyde;108-62-3;0.75;Autre;;Non
2018;97115;9300504;huile de vaseline;8042-47-5;800.66;Autre;;Non
2018;97115;9500432;acrinathrine;101007-06-1;0.075;N Organique;;Non
2018;97115;9600199;fosthiazate;98886-44-3;4.0;T, T+, CMR;;Non
2018;97115;9800182;s-metolachlore;87392-12-9;19.2;N Organique;;Non
2018;97115;9800336;lambda-cyhalothrine;91465-08-6;0.25;T, T+, CMR;;Non
2018;97115;9900242;mancozebe;8018-01-7;4.5;T, T+, CMR;;Non
2018;97116;8500174;abamectine;71751-41-2;0.0045;T, T+, CMR;;Non
2018;97117;2000519;2,4-d;94-75-7;60.0;N Organique;;Non
