annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2016;04000;2000125;cuivre du sulfate de cuivre;8011-63-0;2.66;N minéral;;Non
2016;04000;2000500;glyphosate;1071-83-6;0.11;N Organique;;Non
2016;04000;2010023;deltamethrine;52918-63-5;0.24;T, T+, CMR;;Non
2016;04000;2010035;2,4-mcpa;94-74-6;0.28;N Organique;;Non
2016;04000;2010035;dichlorprop-p;15165-67-0;0.14;Autre;;Non
2016;04000;2010035;mecoprop-p (mcpp-p);16484-77-8;0.14;N Organique;;Non
2016;04000;2010410;soufre pour pulverisation (micronise);7704-34-9;24.0;Autre;;Non
2016;04000;2010415;glyphosate;1071-83-6;27.0;N Organique;;Non
2016;04000;2010419;iodosulfuron-methyl-sodium;144550-36-7;0.054;N Organique;;Non
2016;04000;2010419;mefenpyr-diethyl;135590-91-9;0.81;Autre;;Non
2016;04000;2010419;mesosulfuron-methyl;208465-21-8;0.27;N Organique;;Non
2016;04000;2010493;glyphosate;1071-83-6;2.34;N Organique;;Non
2016;04000;2020003;phosphate ferrique;10045-86-0;0.08712;Autre;;Non
2016;04000;2020048;glyphosate;1071-83-6;32.4;N Organique;;Non
2016;04000;2020065;metribuzine;21087-64-9;0.042;N Organique;;Non
2016;04000;2030125;deltamethrine;52918-63-5;0.4038;T, T+, CMR;;Non
2016;04000;2030175;bacillus thuringiensis serotype 3a 3b;68038-71-1;;Autre;;Non
2016;04000;2030273;lambda-cyhalothrine;91465-08-6;0.00075;T, T+, CMR;;Non
2016;04000;2030273;pyrimicarbe;23103-98-2;0.015;T, T+, CMR;;Non
2016;04000;2030323;fludioxonil;131341-86-1;0.00175;N Organique;;Non
2016;04000;2030332;2,4-d;94-75-7;0.12;N Organique;;Non
2016;04000;2030332;dichlorprop-p;15165-67-0;0.06;Autre;;Non
2016;04000;2030466;soufre triture ventile;7704-34-9;8.8725;Autre;;Non
2016;04000;2040310;prochloraze;67747-09-5;1.3355;N Organique;;Non
2016;04000;2040310;tebuconazole;107534-96-3;0.6625;T, T+, CMR;;Non
2016;04000;2050145;diflufenicanil;83164-33-4;0.1216;N Organique;;Non
2016;04000;2050145;glyphosate;1071-83-6;0.76;N Organique;;Non
2016;04000;2050146;diflufenicanil;83164-33-4;0.032;N Organique;;Non
2016;04000;2050146;glyphosate;1071-83-6;0.2;N Organique;;Non
2016;04000;2060045;huile vegetale;;2.1875;Autre;;Non
2016;04000;2060045;resines (colophane);8050-09-7;21.25;Autre;;Non
2016;04000;2060084;boscalid;188425-85-6;4.005;N Organique;;Non
2016;04000;2060084;pyraclostrobine;175013-18-0;1.005;T, T+, CMR;;Non
2016;04000;2060127;prothioconazole;178928-70-6;0.015;T, T+, CMR;;Non
2016;04000;2060131;2,4-d;94-75-7;0.0279;N Organique;;Non
2016;04000;2060131;triclopyr;55335-06-3;0.03108;N Organique;;Non
2016;04000;2060133;thiaclopride;111988-49-9;1.44;T, T+, CMR;;Non
2016;04000;2080018;acetamipride;135410-20-7;0.077;N Organique;;Non
2016;04000;2080054;acetamipride;135410-20-7;0.00054;N Organique;;Non
2016;04000;2090016;imazamox;114311-32-9;0.501;N Organique;;Non
2016;04000;2090016;pendimethaline;40487-42-1;7.5;N Organique;;Non
2016;04000;2090044;glyphosate;1071-83-6;0.56775;N Organique;;Non
2016;04000;2090050;cypermethrine;52315-07-8;0.192;N Organique;;Non
2016;04000;2090052;tribenuron-methyle;101200-48-0;3.5;N Organique;;Non
2016;04000;2090060;deltamethrine;52918-63-5;0.05;T, T+, CMR;;Non
