annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2018;97427;2030457;azoxystrobine;131860-33-8;0.25;T, T+, CMR;;Non
2018;97427;2130054;propiconazole;60207-90-1;0.972;N Organique;;Non
2018;97427;2150412;iprodione;36734-19-7;2.564;T, T+, CMR;;Non
2018;97427;2150412;trifloxystrobine;141517-21-7;0.16;N Organique;;Non
2018;97427;9400462;(z)-9-dodecenylacetate;16974-11-1;0.0121;N Organique;;Non
2018;97427;9700332;azoxystrobine;131860-33-8;0.25;T, T+, CMR;;Non
2018;97434;2090164;glyphosate;1071-83-6;1.8;N Organique;;Non
2018;97434;8700621;propiconazole;60207-90-1;0.0025;N Organique;;Non
2018;97435;2140256;chlorpyriphos-methyl;5598-13-0;4.5;N Organique;;Non
2018;97490;2010030;mepiquat-chlorure;24307-26-4;1.5;N Organique;;Non
2018;97490;2010030;prohexadione-calcium;127277-53-6;0.25;N Organique;;Non
2018;97490;2020099;trifloxystrobine;141517-21-7;1.0;N Organique;;Non
2018;97490;2100052;cyprodinyl;121552-61-2;3.0;N Organique;;Non
2018;97490;2100056;prothioconazole;178928-70-6;0.8;T, T+, CMR;;Non
2018;97490;2100056;spiroxamine;118134-30-8;1.5;N Organique;;Non
2018;97490;2100112;ethephon;16672-87-0;2.4;T, T+, CMR;;Non
2018;97490;2110095;cloquintocet-mexyl;99607-70-2;0.16875;Autre;;Non
2018;97490;2110095;florasulame;145701-23-1;0.075;N Organique;;Non
2018;97490;2110095;pinoxaden;243973-20-8;0.675;T, T+, CMR;;Non
2018;97490;2110102;difenoconazole;119446-68-3;0.07875;N Organique;;Non
2018;97490;2110102;fludioxonil;131341-86-1;0.07875;N Organique;;Non
2018;97490;2110102;sedaxane;874967-67-6;0.1575;N Organique;;Non
2018;97490;2160931;bixafen;581809-46-3;0.65;N Organique;;Non
2018;97490;2160931;fluopyram;658066-35-4;0.65;N Organique;;Non
2018;97490;2160931;prothioconazole;178928-70-6;1.3;T, T+, CMR;;Non
2018;97490;8600349;huile vegetale;;0.063;Autre;;Non
2018;97490;8600349;resines (colophane);8050-09-7;0.168;Autre;;Non
2018;97490;9600370;2,4-mcpa;94-74-6;1.75;N Organique;;Non
2018;97490;9600370;clopyralid (sous forme de sel de monoethanolamine);57754-85-5;0.175;Autre;;Non
