annee;code_postal_acheteur;amm;substance;cas;quantite_substance;classification;classification_mention;achat_etranger
2016;20000;2000125;cuivre du sulfate de cuivre;8011-63-0;0.2;N minéral;;Non
2016;20000;2030332;2,4-d;94-75-7;9.6;N Organique;;Non
2016;20000;2030332;dichlorprop-p;15165-67-0;4.8;Autre;;Non
2016;20000;2050046;flonicamide;158062-67-0;1.25;Autre;;Non
2016;20000;2080101;acetamipride;135410-20-7;1.2;N Organique;;Non
2016;20000;2110086;spirotetramat;203313-25-1;1.5;T, T+, CMR;;Non
2016;20000;2120034;glyphosate;1071-83-6;19.2;N Organique;;Non
2016;20000;2120086;chlorpyriphos-methyl;5598-13-0;40.5;N Organique;;Non
2016;20000;2120159;thirame;137-26-8;0.045528;N Organique;;Non
2016;20000;2140085;abamectine;71751-41-2;0.36;T, T+, CMR;;Non
2016;20000;7100402;2,4-d;94-75-7;12.0;N Organique;;Non
2016;20000;9000471;glufosinate ammonium;77182-82-2;0.75;T, T+, CMR;;Non
2016;20000;9100296;2,4-d;94-75-7;93.0;N Organique;;Non
2016;20000;9300504;huile de vaseline;8042-47-5;65.36;Autre;;Non
2016;20000;9400354;glyphosate;1071-83-6;136.8;N Organique;;Non
2016;20000;9500002;glyphosate;1071-83-6;0.36;N Organique;;Non
2016;20000;9600120;thirame;137-26-8;4.0;N Organique;;Non
2016;20000;9800201;2,4-mcpa;94-74-6;2.43;N Organique;;Non
2016;20000;9800201;dichlorprop-p;15165-67-0;2.43;Autre;;Non
2016;20000;9800201;glyphosate;1071-83-6;3.24;N Organique;;Non
2016;20000;9800336;lambda-cyhalothrine;91465-08-6;0.8;T, T+, CMR;;Non
2016;20000;9800474;cuivre du sulfate de cuivre;8011-63-0;15.0;N minéral;;Non
2016;20090;2000018;soufre pour pulverisation (micronise);7704-34-9;144.0;Autre;;Non
2016;20090;2010019;quizalofop-p-ethyl;100646-51-3;0.05;N Organique;;Non
2016;20090;2010023;deltamethrine;52918-63-5;2.16;T, T+, CMR;;Non
